Mkt-RF_percent,SMB_percent,HML_percent,RMW_percent,CMA_percent,RF_percent,Mkt-RF,SMB,HML,RMW,CMA,RF
0.42,0.05,0.65,-0.39,0.51,0.001,0.0042,0.0005,0.0065,-0.0039,0.0051,0.00001
0.67,0.45,0.24,-0.23,0.17,0.001,0.0067,0.0045,0.0024,-0.0023,0.0017,0.00001
-0.08,-0.57,0.08,-0.18,-0.06,0.001,-0.0008,-0.0057,0.0008,-0.0018,-0.0006,0.00001
0.09,-0.05,-0.11,0.38,-0.08,0.001,0.0009,-0.0005,-0.0011,0.0038,-0.0008,0.00001
-0.49,0.14,-0.55,0.2,-0.1,0.001,-0.0049,0.0014,-0.0055,0.002,-0.001,0.00001
0.7,0.42,-0.11,-0.24,0.03,0.001,0.007,0.0042,-0.0011,-0.0024,0.0003,0.00001
0.15,0.16,-0.14,-0.33,0.25,0.001,0.0015,0.0016,-0.0014,-0.0033,0.0025,0.00001
0.23,0.05,0.34,-0.29,0.18,0.001,0.0023,0.0005,0.0034,-0.0029,0.0018,0.00001
0.68,0.39,0.74,-0.57,0.29,0.001,0.0068,0.0039,0.0074,-0.0057,0.0029,0.00001
0.29,-0.33,0.82,-0.21,0.21,0.001,0.0029,-0.0033,0.0082,-0.0021,0.0021,0.00001
-0.16,0.04,-0.32,0.18,-0.17,0.001,-0.0016,0.0004,-0.0032,0.0018,-0.0017,0.00001
0.08,0.26,0.44,-0.36,0.16,0.001,0.0008,0.0026,0.0044,-0.0036,0.0016,0.00001
0,-0.43,0.18,-0.03,-0.13,0.001,0,-0.0043,0.0018,-0.0003,-0.0013,0.00001
0.17,0.1,-0.16,0.06,-0.08,0.001,0.0017,0.001,-0.0016,0.0006,-0.0008,0.00001
-0.11,0.13,-0.03,0.19,0.05,0.001,-0.0011,0.0013,-0.0003,0.0019,0.0005,0.00001
-0.1,-0.61,0.24,-0.14,0.13,0.001,-0.001,-0.0061,0.0024,-0.0014,0.0013,0.00001
1.18,0.57,0.79,-0.45,0.15,0,0.0118,0.0057,0.0079,-0.0045,0.0015,0
-0.26,-1.32,0.11,-0.01,0.01,0,-0.0026,-0.0132,0.0011,-0.0001,0.0001,0
0.59,0.61,0.14,-0.44,0.02,0,0.0059,0.0061,0.0014,-0.0044,0.0002,0
-0.15,-0.13,-0.33,-0.1,-0.12,0,-0.0015,-0.0013,-0.0033,-0.001,-0.0012,0
-0.21,-0.25,-0.3,0.18,-0.15,0,-0.0021,-0.0025,-0.003,0.0018,-0.0015,0
-0.02,0.5,-0.16,-0.41,0.07,0,-0.0002,0.005,-0.0016,-0.0041,0.0007,0
0.39,0.1,0.22,-0.33,0.08,0,0.0039,0.001,0.0022,-0.0033,0.0008,0
0.87,-0.05,0.25,-0.4,0.32,0,0.0087,-0.0005,0.0025,-0.004,0.0032,0
-0.17,0.12,-0.39,0.5,0.09,0,-0.0017,0.0012,-0.0039,0.005,0.0009,0
0.69,0.04,0.49,-0.64,0.13,0,0.0069,0.0004,0.0049,-0.0064,0.0013,0
0.18,-0.02,-0.41,0.31,-0.14,0,0.0018,-0.0002,-0.0041,0.0031,-0.0014,0
-1.24,-1.33,-0.54,0.99,-0.46,0,-0.0124,-0.0133,-0.0054,0.0099,-0.0046,0
-0.3,-0.95,0.76,0.57,0.36,0,-0.003,-0.0095,0.0076,0.0057,0.0036,0
0.11,-0.85,0.56,-0.15,0.33,0,0.0011,-0.0085,0.0056,-0.0015,0.0033,0
0.65,0.2,-0.22,-0.2,0.34,0,0.0065,0.002,-0.0022,-0.002,0.0034,0
0.02,0,0.1,0.32,-0.09,0,0.0002,0,0.001,0.0032,-0.0009,0
0.6,1.33,-0.22,-0.33,0.1,0,0.006,0.0133,-0.0022,-0.0033,0.001,0
0.26,-0.04,0.29,-0.07,0,0,0.0026,-0.0004,0.0029,-0.0007,0,0
-1.88,-0.82,-0.02,0.07,-0.38,0,-0.0188,-0.0082,-0.0002,0.0007,-0.0038,0
0.71,0,-0.27,-0.33,0.06,0,0.0071,0,-0.0027,-0.0033,0.0006,0
1.75,0.56,0.53,-0.37,0.18,0.001,0.0175,0.0056,0.0053,-0.0037,0.0018,0.00001
-0.26,-0.13,-0.39,-0.1,-0.06,0.001,-0.0026,-0.0013,-0.0039,-0.001,-0.0006,0.00001
0.26,-0.01,-0.1,0.15,0.3,0.001,0.0026,-0.0001,-0.001,0.0015,0.003,0.00001
0.29,-0.01,-0.57,-0.19,-0.01,0.001,0.0029,-0.0001,-0.0057,-0.0019,-0.0001,0.00001
0.7,0.3,0.59,-0.32,0.24,0.001,0.007,0.003,0.0059,-0.0032,0.0024,0.00001
0.48,0.23,0,0.11,0.09,0.001,0.0048,0.0023,0,0.0011,0.0009,0.00001
-0.31,-0.19,-0.09,0.39,-0.15,0.001,-0.0031,-0.0019,-0.0009,0.0039,-0.0015,0.00001
0.12,0.33,-0.3,-0.18,0.12,0.001,0.0012,0.0033,-0.003,-0.0018,0.0012,0.00001
0.67,0.4,0.51,-0.34,0.38,0.001,0.0067,0.004,0.0051,-0.0034,0.0038,0.00001
0.3,0.23,-0.15,-0.16,-0.08,0.001,0.003,0.0023,-0.0015,-0.0016,-0.0008,0.00001
-0.38,-0.3,0.3,0.21,-0.13,0.001,-0.0038,-0.003,0.003,0.0021,-0.0013,0.00001
0.68,0.4,0.26,-0.12,0.29,0.001,0.0068,0.004,0.0026,-0.0012,0.0029,0.00001
0.37,0.36,0.21,-0.46,0.29,0.001,0.0037,0.0036,0.0021,-0.0046,0.0029,0.00001
0.12,-0.12,-0.03,0.17,0.06,0.001,0.0012,-0.0012,-0.0003,0.0017,0.0006,0.00001
-2.19,-0.49,-0.35,0.77,-0.55,0.001,-0.0219,-0.0049,-0.0035,0.0077,-0.0055,0.00001
-0.78,-1.1,0.4,-0.11,-0.23,0.001,-0.0078,-0.011,0.004,-0.0011,-0.0023,0.00001
0.04,0.64,-0.32,-0.25,-0.15,0.001,0.0004,0.0064,-0.0032,-0.0025,-0.0015,0.00001
1.22,0.98,0.23,-0.76,0.48,0.001,0.0122,0.0098,0.0023,-0.0076,0.0048,0.00001
0.42,-0.39,0.27,-0.2,-0.2,0.001,0.0042,-0.0039,0.0027,-0.002,-0.002,0.00001
-1.58,-0.28,-0.06,0.44,-0.5,0,-0.0158,-0.0028,-0.0006,0.0044,-0.005,0
0.28,0.27,-0.23,-0.1,0.19,0,0.0028,0.0027,-0.0023,-0.001,0.0019,0
1.76,0.47,-0.04,-0.36,0.13,0,0.0176,0.0047,-0.0004,-0.0036,0.0013,0
-0.67,0.27,-0.53,0.15,-0.21,0,-0.0067,0.0027,-0.0053,0.0015,-0.0021,0
-0.96,-0.63,0.12,0.39,-0.26,0,-0.0096,-0.0063,0.0012,0.0039,-0.0026,0
0.97,0.53,0.67,-0.03,0.3,0,0.0097,0.0053,0.0067,-0.0003,0.003,0
-0.17,-0.2,0.33,0.57,-0.24,0,-0.0017,-0.002,0.0033,0.0057,-0.0024,0
-1.93,-0.72,-0.31,0.75,-0.57,0,-0.0193,-0.0072,-0.0031,0.0075,-0.0057,0
0.69,-0.35,0.14,-0.4,0.22,0,0.0069,-0.0035,0.0014,-0.004,0.0022,0
-0.59,0.07,-0.4,0.13,-0.02,0,-0.0059,0.0007,-0.004,0.0013,-0.0002,0
-1.05,0.27,-0.14,0.36,0,0,-0.0105,0.0027,-0.0014,0.0036,0,0
-1.77,0.64,-0.07,-0.05,0.2,0,-0.0177,0.0064,-0.0007,-0.0005,0.002,0
1.12,-0.75,0.58,-0.29,0.12,0,0.0112,-0.0075,0.0058,-0.0029,0.0012,0
0.49,0.59,0.22,0.04,0.34,0,0.0049,0.0059,0.0022,0.0004,0.0034,0
1.58,0.85,-0.26,-0.4,0,0,0.0158,0.0085,-0.0026,-0.004,0,0
-0.34,-0.08,-0.05,0.11,-0.2,0,-0.0034,-0.0008,-0.0005,0.0011,-0.002,0
0.31,0.12,-0.4,0.03,0.11,0,0.0031,0.0012,-0.004,0.0003,0.0011,0
0.96,-0.2,-0.42,-0.24,0.36,0,0.0096,-0.002,-0.0042,-0.0024,0.0036,0
0.41,0.48,-0.04,0.12,0.05,0,0.0041,0.0048,-0.0004,0.0012,0.0005,0
-0.35,0.09,-0.18,0.37,-0.16,0,-0.0035,0.0009,-0.0018,0.0037,-0.0016,0
0.74,0.23,-0.19,-0.21,0.15,0,0.0074,0.0023,-0.0019,-0.0021,0.0015,0
0.79,0.45,0.07,0,0.09,0,0.0079,0.0045,0.0007,0,0.0009,0
-0.11,0.56,-0.3,0.13,-0.08,0,-0.0011,0.0056,-0.003,0.0013,-0.0008,0
0.52,-0.08,0.24,0.12,0.08,0,0.0052,-0.0008,0.0024,0.0012,0.0008,0
0.09,0.23,-0.11,0.15,-0.07,0,0.0009,0.0023,-0.0011,0.0015,-0.0007,0
0.08,0.47,-0.2,0.09,0.29,0,0.0008,0.0047,-0.002,0.0009,0.0029,0
0.21,-0.16,0.6,-0.11,0.21,0,0.0021,-0.0016,0.006,-0.0011,0.0021,0
-0.2,-0.22,-0.16,0.21,-0.13,0,-0.002,-0.0022,-0.0016,0.0021,-0.0013,0
-0.47,-0.53,-0.27,0.05,-0.21,0,-0.0047,-0.0053,-0.0027,0.0005,-0.0021,0
-0.39,-0.63,-0.11,0.45,-0.24,0,-0.0039,-0.0063,-0.0011,0.0045,-0.0024,0
-0.84,-0.65,0.03,0.55,-0.19,0,-0.0084,-0.0065,0.0003,0.0055,-0.0019,0
0.11,0.09,-0.68,-0.09,-0.14,0,0.0011,0.0009,-0.0068,-0.0009,-0.0014,0
0,0.34,-0.35,-0.07,-0.18,0,0,0.0034,-0.0035,-0.0007,-0.0018,0
0.44,0.53,-0.06,-0.03,0.29,0,0.0044,0.0053,-0.0006,-0.0003,0.0029,0
-1.15,-0.41,-0.34,0.31,-0.3,0,-0.0115,-0.0041,-0.0034,0.0031,-0.003,0
0.5,-0.35,-0.15,0.01,0.24,0,0.005,-0.0035,-0.0015,0.0001,0.0024,0
1.45,0.51,-0.61,-0.37,0.09,0,0.0145,0.0051,-0.0061,-0.0037,0.0009,0
0.56,0.31,-0.06,-0.07,0.07,0,0.0056,0.0031,-0.0006,-0.0007,0.0007,0
-0.16,-0.06,-0.04,0.06,-0.29,0,-0.0016,-0.0006,-0.0004,0.0006,-0.0029,0
0.89,0.08,-0.03,-0.21,0.42,0,0.0089,0.0008,-0.0003,-0.0021,0.0042,0
0.66,-0.06,-0.23,0.22,-0.31,0,0.0066,-0.0006,-0.0023,0.0022,-0.0031,0
0.32,-0.09,0.12,-0.01,-0.24,0,0.0032,-0.0009,0.0012,-0.0001,-0.0024,0
0.29,0.2,-0.05,-0.25,-0.15,0,0.0029,0.002,-0.0005,-0.0025,-0.0015,0
-0.28,-0.89,-0.14,0.42,-0.32,0,-0.0028,-0.0089,-0.0014,0.0042,-0.0032,0
-0.5,-0.93,0.44,0.53,-0.04,0,-0.005,-0.0093,0.0044,0.0053,-0.0004,0
-0.74,-0.56,-0.15,0.55,-0.29,0,-0.0074,-0.0056,-0.0015,0.0055,-0.0029,0
-0.82,0.48,-0.33,0.31,0.22,0,-0.0082,0.0048,-0.0033,0.0031,0.0022,0
0.46,0.07,-0.17,-0.27,-0.11,0,0.0046,0.0007,-0.0017,-0.0027,-0.0011,0
0.55,0.66,-0.43,-0.06,-0.05,0,0.0055,0.0066,-0.0043,-0.0006,-0.0005,0
0.86,0.67,0.24,0.02,-0.05,0,0.0086,0.0067,0.0024,0.0002,-0.0005,0
-1.09,-0.64,-0.44,0.73,-0.42,0,-0.0109,-0.0064,-0.0044,0.0073,-0.0042,0
0.52,0.31,-0.44,0.09,-0.07,0,0.0052,0.0031,-0.0044,0.0009,-0.0007,0
-0.88,-0.48,-0.32,0.25,-0.21,0,-0.0088,-0.0048,-0.0032,0.0025,-0.0021,0
-0.76,-0.96,0.44,0.17,0.05,0,-0.0076,-0.0096,0.0044,0.0017,0.0005,0
-0.11,-0.4,0.11,0.08,-0.29,0,-0.0011,-0.004,0.0011,0.0008,-0.0029,0
1.02,0.64,-0.3,-0.32,0.25,0,0.0102,0.0064,-0.003,-0.0032,0.0025,0
0.22,0,-0.12,0.19,-0.08,0,0.0022,0,-0.0012,0.0019,-0.0008,0
-0.73,0.04,-0.21,-0.19,-0.03,0,-0.0073,0.0004,-0.0021,-0.0019,-0.0003,0
-1.29,-0.53,0.01,0.35,-0.31,0,-0.0129,-0.0053,0.0001,0.0035,-0.0031,0
-0.14,-0.28,0,0.07,-0.01,0,-0.0014,-0.0028,0,0.0007,-0.0001,0
0.45,0.98,-0.36,-0.46,0.17,0,0.0045,0.0098,-0.0036,-0.0046,0.0017,0
0.52,0.67,-0.15,-0.08,0.02,0,0.0052,0.0067,-0.0015,-0.0008,0.0002,0
0.49,0.2,0.23,-0.16,0.12,0,0.0049,0.002,0.0023,-0.0016,0.0012,0
1.04,0.36,-0.07,-0.18,-0.03,0,0.0104,0.0036,-0.0007,-0.0018,-0.0003,0
-2.33,-0.73,-0.26,0.62,-0.69,0,-0.0233,-0.0073,-0.0026,0.0062,-0.0069,0
-0.1,-0.01,0.13,-0.42,-0.07,0,-0.001,-0.0001,0.0013,-0.0042,-0.0007,0
-1.1,-0.5,0.18,0.18,-0.06,0,-0.011,-0.005,0.0018,0.0018,-0.0006,0
-1.18,-0.37,-0.32,0.53,-0.21,0,-0.0118,-0.0037,-0.0032,0.0053,-0.0021,0
-0.04,0.31,-0.12,-0.1,-0.06,0,-0.0004,0.0031,-0.0012,-0.001,-0.0006,0
-0.54,-0.67,0.04,0.53,-0.36,0,-0.0054,-0.0067,0.0004,0.0053,-0.0036,0
0.75,0,0.02,0.04,0.15,0,0.0075,0,0.0002,0.0004,0.0015,0
-1.37,-0.18,0.44,-0.05,-0.1,0,-0.0137,-0.0018,0.0044,-0.0005,-0.001,0
0.01,-0.43,0.36,0.37,-0.46,0,0.0001,-0.0043,0.0036,0.0037,-0.0046,0
1.36,0.97,-0.4,0.12,0.32,0,0.0136,0.0097,-0.004,0.0012,0.0032,0
-1.72,-0.02,-0.15,0.37,-0.28,0,-0.0172,-0.0002,-0.0015,0.0037,-0.0028,0
0.12,0.01,0.43,0.39,-0.13,0,0.0012,0.0001,0.0043,0.0039,-0.0013,0
0.25,-0.37,0.65,0,0.18,0,0.0025,-0.0037,0.0065,0,0.0018,0
0.58,0.36,-0.08,0.13,-0.04,0,0.0058,0.0036,-0.0008,0.0013,-0.0004,0
1.52,0.94,-0.39,-0.31,0.16,0,0.0152,0.0094,-0.0039,-0.0031,0.0016,0
-0.62,-0.1,0.07,-0.06,0.12,0,-0.0062,-0.001,0.0007,-0.0006,0.0012,0
-0.14,0.59,-0.83,0.23,-0.07,0,-0.0014,0.0059,-0.0083,0.0023,-0.0007,0
-1.1,0.5,0.13,0.09,-0.26,0,-0.011,0.005,0.0013,0.0009,-0.0026,0
0.89,0.09,-0.05,0.22,-0.3,0,0.0089,0.0009,-0.0005,0.0022,-0.003,0
1.36,0.4,-0.53,-0.17,-0.03,0,0.0136,0.004,-0.0053,-0.0017,-0.0003,0
0.77,-0.62,0.66,-0.38,0.4,0,0.0077,-0.0062,0.0066,-0.0038,0.004,0
0.99,0.09,-0.25,0.04,0.31,0,0.0099,0.0009,-0.0025,0.0004,0.0031,0
1.45,-0.01,0.14,0.02,0.14,0,0.0145,-0.0001,0.0014,0.0002,0.0014,0
-0.08,0.17,-0.84,0.41,-0.52,0,-0.0008,0.0017,-0.0084,0.0041,-0.0052,0
0.18,0.35,-0.56,0.24,0,0,0.0018,0.0035,-0.0056,0.0024,0,0
1.1,0.48,0.09,-0.17,-0.34,0,0.011,0.0048,0.0009,-0.0017,-0.0034,0
-0.67,-0.02,-0.42,0.32,-0.12,0,-0.0067,-0.0002,-0.0042,0.0032,-0.0012,0
-1.91,-0.18,-0.23,0.71,0.08,0,-0.0191,-0.0018,-0.0023,0.0071,0.0008,0
-0.45,0.05,0.45,0.09,0.24,0,-0.0045,0.0005,0.0045,0.0009,0.0024,0
0.45,0.54,-0.12,-0.19,-0.17,0,0.0045,0.0054,-0.0012,-0.0019,-0.0017,0
-0.82,-0.79,0.13,0.2,0.18,0,-0.0082,-0.0079,0.0013,0.002,0.0018,0
0.58,0.06,-0.53,0.13,-0.66,0,0.0058,0.0006,-0.0053,0.0013,-0.0066,0
-0.94,-0.59,-0.38,0.57,-0.36,0,-0.0094,-0.0059,-0.0038,0.0057,-0.0036,0
1.72,0.54,-0.67,0.19,-0.31,0,0.0172,0.0054,-0.0067,0.0019,-0.0031,0
-0.1,-0.21,0.72,-0.07,0.44,0,-0.001,-0.0021,0.0072,-0.0007,0.0044,0
1.29,-0.3,1.06,-0.43,0.3,0,0.0129,-0.003,0.0106,-0.0043,0.003,0
0.1,-0.14,-0.74,-0.06,-0.63,0,0.001,-0.0014,-0.0074,-0.0006,-0.0063,0
-0.68,-0.54,0.09,0.25,-0.14,0,-0.0068,-0.0054,0.0009,0.0025,-0.0014,0
-0.47,-0.34,0.14,0.05,-0.17,0,-0.0047,-0.0034,0.0014,0.0005,-0.0017,0
-2.16,-0.73,0.43,0.57,0.35,0,-0.0216,-0.0073,0.0043,0.0057,0.0035,0
-0.31,0.12,-0.12,-0.14,-0.38,0,-0.0031,0.0012,-0.0012,-0.0014,-0.0038,0
-0.56,0.22,0.12,-0.23,0.26,0,-0.0056,0.0022,0.0012,-0.0023,0.0026,0
-0.4,-0.13,0.21,0.03,-0.07,0,-0.004,-0.0013,0.0021,0.0003,-0.0007,0
-2.68,-0.5,0.15,0.17,-0.21,0,-0.0268,-0.005,0.0015,0.0017,-0.0021,0
0.58,0.24,-0.33,0.21,-0.23,0,0.0058,0.0024,-0.0033,0.0021,-0.0023,0
-5.04,-0.81,0.32,0.85,0.06,0,-0.0504,-0.0081,0.0032,0.0085,0.0006,0
-0.36,-1.19,-0.46,1.04,0.17,0,-0.0036,-0.0119,-0.0046,0.0104,0.0017,0
-6.97,-1.57,-1.55,1.66,-0.35,0,-0.0697,-0.0157,-0.0155,0.0166,-0.0035,0
4.97,0.97,0.64,-1.61,-0.04,0,0.0497,0.0097,0.0064,-0.0161,-0.0004,0
-4.3,-0.6,-1.49,1.42,-0.44,0,-0.043,-0.006,-0.0149,0.0142,-0.0044,0
4.72,0.35,0.59,-0.76,-0.11,0,0.0472,0.0035,0.0059,-0.0076,-0.0011,0
0.54,-0.29,-1.48,0.55,-0.3,0,0.0054,-0.0029,-0.0148,0.0055,-0.003,0
2.25,0.46,0.98,-1.11,0.26,0,0.0225,0.0046,0.0098,-0.0111,0.0026,0
-1.07,-0.79,-0.09,0.61,0.38,0,-0.0107,-0.0079,-0.0009,0.0061,0.0038,0
-0.01,-0.26,0.7,-0.08,0.45,0,-0.0001,-0.0026,0.007,-0.0008,0.0045,0
-4.65,-1,0.59,0.8,0.47,0,-0.0465,-0.01,0.0059,0.008,0.0047,0
-1.55,0.12,-0.37,0.18,0.12,0,-0.0155,0.0012,-0.0037,0.0018,0.0012,0
-0.03,-0.01,-0.81,0.58,-0.06,0,-0.0003,-0.0001,-0.0081,0.0058,-0.0006,0
3.6,1.15,-0.81,-0.13,-0.63,0,0.036,0.0115,-0.0081,-0.0013,-0.0063,0
1.35,-0.05,0.95,-0.46,0.56,0,0.0135,-0.0005,0.0095,-0.0046,0.0056,0
-1.67,-0.9,0.54,-0.09,0.04,0,-0.0167,-0.009,0.0054,-0.0009,0.0004,0
1.74,0.85,-1.07,0.15,-0.56,0,0.0174,0.0085,-0.0107,0.0015,-0.0056,0
3.11,1.54,0.83,-1.17,0.35,0,0.0311,0.0154,0.0083,-0.0117,0.0035,0
0.32,0.24,-0.79,0.25,-0.09,0,0.0032,0.0024,-0.0079,0.0025,-0.0009,0
0.42,-0.71,0.26,-0.13,-0.07,0,0.0042,-0.0071,0.0026,-0.0013,-0.0007,0
-1.33,-1.11,-0.76,0.57,-0.18,0,-0.0133,-0.0111,-0.0076,0.0057,-0.0018,0
-2.64,-0.86,-0.66,0.56,-0.07,0,-0.0264,-0.0086,-0.0066,0.0056,-0.0007,0
-0.71,0.38,-0.64,0.23,-0.15,0,-0.0071,0.0038,-0.0064,0.0023,-0.0015,0
3.06,0.94,0.92,-1.19,0.11,0,0.0306,0.0094,0.0092,-0.0119,0.0011,0
-1.18,-0.82,-0.55,0.35,-0.2,0,-0.0118,-0.0082,-0.0055,0.0035,-0.002,0
-2.65,-0.2,0.04,0.2,0.03,0,-0.0265,-0.002,0.0004,0.002,0.0003,0
0.68,-0.01,0.31,-0.37,-0.14,0,0.0068,-0.0001,0.0031,-0.0037,-0.0014,0
1.12,0.74,-0.4,-0.13,-0.1,0,0.0112,0.0074,-0.004,-0.0013,-0.001,0
1.45,0.41,-0.4,0,-0.19,0,0.0145,0.0041,-0.004,0,-0.0019,0
1.64,-0.51,0.54,-0.32,0.06,0,0.0164,-0.0051,0.0054,-0.0032,0.0006,0
0.47,-0.39,-0.36,0.23,-0.15,0,0.0047,-0.0039,-0.0036,0.0023,-0.0015,0
-0.99,-0.57,-1.23,1.07,-0.3,0,-0.0099,-0.0057,-0.0123,0.0107,-0.003,0
-0.45,-1.44,0.25,0.22,0.26,0,-0.0045,-0.0144,0.0025,0.0022,0.0026,0
-2.92,-0.5,-1.22,0.42,-0.34,0,-0.0292,-0.005,-0.0122,0.0042,-0.0034,0
-3.29,0.13,0.48,0.52,0.58,0,-0.0329,0.0013,0.0048,0.0052,0.0058,0
0.74,0.69,-0.01,-0.19,0.13,0,0.0074,0.0069,-0.0001,-0.0019,0.0013,0
2.28,-0.55,1.24,-0.59,0.05,0,0.0228,-0.0055,0.0124,-0.0059,0.0005,0
1.22,1.03,-0.56,-0.1,-0.17,0,0.0122,0.0103,-0.0056,-0.001,-0.0017,0
-2.29,-1.69,-0.17,0.71,0.01,0,-0.0229,-0.0169,-0.0017,0.0071,0.0001,0
0.77,0.66,2.03,-0.85,0.78,0,0.0077,0.0066,0.0203,-0.0085,0.0078,0
-2.5,-0.21,-0.09,0.34,0.17,0,-0.025,-0.0021,-0.0009,0.0034,0.0017,0
-3.18,-1.99,-0.63,1.09,0.07,0,-0.0318,-0.0199,-0.0063,0.0109,0.0007,0
2.68,3.62,0.37,-0.79,-0.21,0,0.0268,0.0362,0.0037,-0.0079,-0.0021,0
1.92,-0.25,-0.45,-0.5,-0.39,0,0.0192,-0.0025,-0.0045,-0.005,-0.0039,0
1.94,0.28,0.51,-0.38,0.13,0,0.0194,0.0028,0.0051,-0.0038,0.0013,0
-0.98,-1.34,-1.35,1.33,0.02,0,-0.0098,-0.0134,-0.0135,0.0133,0.0002,0
3.44,0.56,0.6,-0.44,-0.21,0,0.0344,0.0056,0.006,-0.0044,-0.0021,0
0.15,0.65,-0.17,0.01,-0.22,0,0.0015,0.0065,-0.0017,0.0001,-0.0022,0
1.07,0.56,0.91,-0.67,0.22,0,0.0107,0.0056,0.0091,-0.0067,0.0022,0
-0.21,0.15,-1.22,0.32,-0.32,0,-0.0021,0.0015,-0.0122,0.0032,-0.0032,0
1.72,0.15,-0.36,-0.01,-0.59,0,0.0172,0.0015,-0.0036,-0.0001,-0.0059,0
-2.06,-1.31,-0.46,0.62,-0.04,0,-0.0206,-0.0131,-0.0046,0.0062,-0.0004,0
2.11,0.73,1.51,-1.36,0.38,0,0.0211,0.0073,0.0151,-0.0136,0.0038,0
-1.38,-0.74,0.37,0.32,0.53,0,-0.0138,-0.0074,0.0037,0.0032,0.0053,0
0.43,-0.23,0.7,-0.25,0.2,0,0.0043,-0.0023,0.007,-0.0025,0.002,0
1.92,0.17,0.01,-0.21,0.03,0,0.0192,0.0017,0.0001,-0.0021,0.0003,0
1.59,1.74,-0.38,-0.39,-0.54,0,0.0159,0.0174,-0.0038,-0.0039,-0.0054,0
-2.13,-0.87,-0.34,0.69,0.04,0,-0.0213,-0.0087,-0.0034,0.0069,0.0004,0
1.12,0.76,0.78,-0.63,0.35,0,0.0112,0.0076,0.0078,-0.0063,0.0035,0
3.54,1.46,0.83,-1.55,-0.11,0,0.0354,0.0146,0.0083,-0.0155,-0.0011,0
-0.01,-0.53,-0.47,-0.15,-0.26,0,-0.0001,-0.0053,-0.0047,-0.0015,-0.0026,0
-2.5,0.01,-0.79,1.01,0.16,0,-0.025,0.0001,-0.0079,0.0101,0.0016,0
-2.86,-0.6,-1.07,0.92,0.02,0,-0.0286,-0.006,-0.0107,0.0092,0.0002,0
1.72,0.83,1,-0.51,-0.05,0,0.0172,0.0083,0.01,-0.0051,-0.0005,0
1.97,0.59,-0.12,-0.15,-0.1,0,0.0197,0.0059,-0.0012,-0.0015,-0.001,0
-0.53,-0.01,-0.59,0.15,-0.01,0,-0.0053,-0.0001,-0.0059,0.0015,-0.0001,0
0.48,-0.68,0.39,0.23,0.4,0,0.0048,-0.0068,0.0039,0.0023,0.004,0
1.21,0.02,0.47,-0.18,-0.13,0,0.0121,0.0002,0.0047,-0.0018,-0.0013,0
-3.78,-0.85,-0.64,0.94,0.31,0,-0.0378,-0.0085,-0.0064,0.0094,0.0031,0
0.83,0.08,0.58,0.11,0.51,0,0.0083,0.0008,0.0058,0.0011,0.0051,0
1.98,0.52,-0.23,-0.04,-0.18,0,0.0198,0.0052,-0.0023,-0.0004,-0.0018,0
-0.92,-0.51,-0.8,0.43,-0.23,0,-0.0092,-0.0051,-0.008,0.0043,-0.0023,0
0.56,0.86,-0.26,0.11,-0.16,0,0.0056,0.0086,-0.0026,0.0011,-0.0016,0
-1.64,-0.18,-0.18,0.1,0.05,0,-0.0164,-0.0018,-0.0018,0.001,0.0005,0
-1.65,0.19,0.21,0.24,0.42,0,-0.0165,0.0019,0.0021,0.0024,0.0042,0
-0.07,0.12,0.91,0.05,0.64,0,-0.0007,0.0012,0.0091,0.0005,0.0064,0
-1.87,-0.54,-0.07,0.08,-0.06,0,-0.0187,-0.0054,-0.0007,0.0008,-0.0006,0
-0.44,-0.32,-0.56,0.15,-0.24,0,-0.0044,-0.0032,-0.0056,0.0015,-0.0024,0
-2.29,-0.72,-0.28,0.62,0.17,0,-0.0229,-0.0072,-0.0028,0.0062,0.0017,0
-0.34,-0.99,0.47,-0.24,0.36,0,-0.0034,-0.0099,0.0047,-0.0024,0.0036,0
3.1,1.58,-0.7,-0.59,-0.54,0,0.031,0.0158,-0.007,-0.0059,-0.0054,0
0.18,-0.51,0.17,0.29,0.35,0,0.0018,-0.0051,0.0017,0.0029,0.0035,0
4.44,1.1,1.08,-1.09,-0.04,0,0.0444,0.011,0.0108,-0.0109,-0.0004,0
-0.22,-0.55,-0.65,0.32,-0.19,0,-0.0022,-0.0055,-0.0065,0.0032,-0.0019,0
0.05,0.53,0.64,-0.35,0.26,0,0.0005,0.0053,0.0064,-0.0035,0.0026,0
1.09,0.3,0.3,-0.64,-0.41,0,0.0109,0.003,0.003,-0.0064,-0.0041,0
0.04,-0.08,0.08,0.08,0.21,0,0.0004,-0.0008,0.0008,0.0008,0.0021,0
0.16,-0.22,0.74,0.05,0.4,0,0.0016,-0.0022,0.0074,0.0005,0.004,0
-2.23,-0.78,-0.99,0.92,0.01,0,-0.0223,-0.0078,-0.0099,0.0092,0.0001,0
1.83,1.33,0.06,-0.3,-0.22,0,0.0183,0.0133,0.0006,-0.003,-0.0022,0
-1.48,0.03,-0.43,0.63,0.28,0,-0.0148,0.0003,-0.0043,0.0063,0.0028,0
-1.05,-1.03,0.12,0.2,0.12,0,-0.0105,-0.0103,0.0012,0.002,0.0012,0
-1.21,-0.29,0.92,-0.18,0.77,0,-0.0121,-0.0029,0.0092,-0.0018,0.0077,0
0.4,0.67,0.12,0.25,0.56,0,0.004,0.0067,0.0012,0.0025,0.0056,0
